Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1	Peptides 2	Razor + unique peptides 1	Razor + unique peptides 2	Unique peptides 1	Unique peptides 2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 11	Fraction 12	Fraction 13	Q-value	Score	Identification type 1	Identification type 2	Sequence coverage 1 [%]	Sequence coverage 2 [%]	Intensity	Intensity 1	Intensity 2	iBAQ	iBAQ 1	iBAQ 2	LFQ intensity 1	LFQ intensity 2	MS/MS count 1	MS/MS count 2	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Tb927.7.6180:mRNA-p1	Tb927.7.6180:mRNA-p1	3	3	3	Tb927.7.6180:mRNA-p1 | transcript=Tb927.7.6180:mRNA | gene=Tb927.7.6180 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1672102-167293	1	3	3	3	3	1	3	1	3	1	15.5	15.5	15.5	29.957	278	278	5.5			3			1	0	4.574	By MS/MS	By MS/MS	15.5	3.6	25174000	22929000	2245300	1573400	1433100	140330	3852000	0	3	1	4				2443	12922;15078;19452	True;True;True	13826;16109;21057	31117;36285;47512;47513	30054;30055;35006;45833;45834	30055;35006;45833		
Tb927.7.6230:mRNA-p1	Tb927.7.6230:mRNA-p1	3	3	3	Tb927.7.6230:mRNA-p1 | transcript=Tb927.7.6230:mRNA | gene=Tb927.7.6230 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ADP-ribosylation factor, putative | transcript_product=ADP-ribosylation factor, putative | location=Tb927_07_v5.1:1689691-16	1	3	3	3	0	3	0	3	0	3	27.9	27.9	27.9	20.714	190	190	13						3	0	21.188		By MS/MS	0	27.9	33549000	0	33549000	3049900	0	3049900	0	5109900	0	3	3				2444	3477;16691;23290	True;True;True	3731;17836;25107	8594;40218;56597	8197;38728;54478	8197;38728;54478		
Tb927.7.6290:mRNA-p1	Tb927.7.6290:mRNA-p1	2	2	2	Tb927.7.6290:mRNA-p1 | transcript=Tb927.7.6290:mRNA | gene=Tb927.7.6290 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=kinesin, putative | transcript_product=kinesin, putative | location=Tb927_07_v5.1:1703148-1705823(-) | protein_length=891 | 	1	2	2	2	0	2	0	2	0	2	2.4	2.4	2.4	96.951	891	891	12					2		0	5.6238		By MS/MS	0	2.4	4481300	0	4481300	106700	0	106700	0	1206900	0	2	2				2445	9899;17309	True;True	10607;18489	23626;41643	22756;40079	22756;40079		
Tb927.7.6310:mRNA-p1	Tb927.7.6310:mRNA-p1	4	4	4	Tb927.7.6310:mRNA-p1 | transcript=Tb927.7.6310:mRNA | gene=Tb927.7.6310 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=polo-like protein kinase | transcript_product=polo-like protein kinase | location=Tb927_07_v5.1:1712534-1714840(-) | protein	1	4	4	4	2	2	2	2	2	2	7.6	7.6	7.6	86.996	768	768	7		2			2		0	14.104	By MS/MS	By MS/MS	2.5	5.1	12217000	1822100	10395000	321510	47949	273560	0	2799700	1	2	3				2446	470;4043;9755;29470	True;True;True;True	505;4327;10458;31774	1261;9838;23318;71957	1191;9399;22454;69446	1191;9399;22454;69446		
Tb927.7.6340:mRNA-p1	Tb927.7.6340:mRNA-p1	1	1	1	Tb927.7.6340:mRNA-p1 | transcript=Tb927.7.6340:mRNA | gene=Tb927.7.6340 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1723684-172501	1	1	1	1	0	1	0	1	0	1	4.1	4.1	4.1	48.093	442	442	13						1	0.00076982	3.3693		By MS/MS	0	4.1	6139000	0	6139000	236110	0	236110	0	935020	0	1	1				2447	6572	True	7049	15816	15115	15115		
Tb927.7.6350:mRNA-p1	Tb927.7.6350:mRNA-p1	3	3	3	Tb927.7.6350:mRNA-p1 | transcript=Tb927.7.6350:mRNA | gene=Tb927.7.6350 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial | transcript_product=NADH dehydrogenase [ubiquinone] flavoprot	1	3	3	3	3	2	3	2	3	2	13.6	13.6	13.6	30.925	273	273	7			3			2	0	10.527	By MS/MS	By MS/MS	13.6	11	117000000	77244000	39758000	8357300	5517500	2839800	11554000	7477900	3	2	5				2448	4161;6106;22038	True;True;True	4450;6531;23770	10101;10102;14684;53574;53575	9657;9658;14017;51579;51580	9658;14017;51580		
Tb927.7.6360:mRNA-p1	Tb927.7.6360:mRNA-p1	1	1	1	Tb927.7.6360:mRNA-p1 | transcript=Tb927.7.6360:mRNA | gene=Tb927.7.6360 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=histone H2A variant Z | transcript_product=histone H2A variant Z | location=Tb927_07_v5.1:1729044-1729583(-) | protein_lengt	1	1	1	1	1	1	1	1	1	1	17.3	17.3	17.3	18.667	179	179	8			1			1	0	9.3556	By MS/MS	By MS/MS	17.3	17.3	33712000	24288000	9424500	5618700	4048000	1570700	0	1435400	1	1	2				2449	23428	True	25252	56902;56903	54780;54781	54780	2590	20
Tb927.7.640:mRNA-p1	Tb927.7.640:mRNA-p1	2	2	2	Tb927.7.640:mRNA-p1 | transcript=Tb927.7.640:mRNA | gene=Tb927.7.640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:132046-133050(-) 	1	2	2	2	0	2	0	2	0	2	3.9	3.9	3.9	37.365	334	334	13						2	0.001807	2.4072		By MS/MS	0	3.9	7577000	0	7577000	541210	0	541210	0	1154000	0	1	1				2450	10979;10980	True;True	11735;11736	26225;26226	25298;25299	25298;25299		
Tb927.7.6460.2:mRNA-p1;Tb927.7.6460.1:mRNA-p1	Tb927.7.6460.2:mRNA-p1;Tb927.7.6460.1:mRNA-p1	3;2	3;2	3;2	Tb927.7.6460.2:mRNA-p1 | transcript=Tb927.7.6460.2:mRNA | gene=Tb927.7.6460 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Defective in exine formation 1 homolog, putative | transcript_product=Defective in exine formation 1 homolog, putative |	2	3	3	3	2	3	2	3	2	3	5.2	5.2	5.2	92.145	845	845;695	8.5		2		1	3		0	5.4617	By MS/MS	By MS/MS	3	5.2	22117000	8155900	13961000	737240	271860	465370	2956400	3469000	2	2	4				2451	10378;14021;28160	True;True;True	11107;14993;30356	24765;24766;33861;68696;68697;68698	23839;23840;32692;66280;66281	23840;32692;66280		
Tb927.7.6480:mRNA-p1	Tb927.7.6480:mRNA-p1	3	3	3	Tb927.7.6480:mRNA-p1 | transcript=Tb927.7.6480:mRNA | gene=Tb927.7.6480 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1759150-176143	1	3	3	3	2	2	2	2	2	2	5.7	5.7	5.7	82.97	760	760	7		2			2		0.0003888	3.534	By MS/MS	By MS/MS	3.3	4.2	12291000	3222200	9069200	361510	94770	266740	976480	0	1	1	2				2452	29;29318;29747	True;True;True	31;31607;32068	71;71565;72542;72543	61;69068;70016;70017	61;69068;70017		
Tb927.7.650:mRNA-p1	Tb927.7.650:mRNA-p1	6	6	6	Tb927.7.650:mRNA-p1 | transcript=Tb927.7.650:mRNA | gene=Tb927.7.650 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleolar protein 105 | transcript_product=Nucleolar protein 105 | location=Tb927_07_v5.1:134015-136969(-) | protein_length=984	1	6	6	6	5	5	5	5	5	5	9.5	9.5	9.5	105.93	984	984	7		5			5		0	17.786	By MS/MS	By MS/MS	6.7	7.8	23944000	9725700	14219000	584010	237210	346800	2956700	3820200	5	5	10				2453	2367;12150;15556;27320;29509;30417	True;True;True;True;True;True	2556;12980;16611;29447;31815;32790	6031;29166;29167;37450;37451;66558;66559;72050;74187;74188	5726;28188;28189;36139;36140;64234;64235;69529;71622;71623	5726;28188;36140;64234;69529;71622		
Tb927.7.6610:mRNA-p1	Tb927.7.6610:mRNA-p1	20	20	20	Tb927.7.6610:mRNA-p1 | transcript=Tb927.7.6610:mRNA | gene=Tb927.7.6610 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1805099-180779	1	20	20	20	20	7	20	7	20	7	28.9	28.9	28.9	96.787	897	897	4.59		20			7		0	80.546	By MS/MS	By MS/MS	28.9	10.8	173330000	145940000	27396000	3398700	2861500	537180	39625000	11979000	20	6	26				2454	405;1312;2466;2739;8097;8625;8863;13654;15818;17250;18961;19492;21502;22053;22901;23217;23644;24126;26223;26267	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	438;1399;2658;2940;8684;9244;9499;14601;16888;18424;20510;21098;23214;23785;24697;25031;25492;26007;28259;28306	1131;3332;3333;6236;6864;6865;19487;20711;20712;21292;21293;32911;38136;41516;41517;46174;47588;52350;53606;55599;56423;56424;57409;58560;58561;63727;63817	1068;3167;3168;5917;5918;6510;6511;18717;19918;19919;20480;20481;31769;36764;39952;39953;44532;45910;50442;51606;53510;54322;54323;55267;56377;56378;61451;61541	1068;3168;5918;6511;18717;19919;20481;31769;36764;39952;44532;45910;50442;51606;53510;54323;55267;56378;61451;61541		
Tb927.7.6630:mRNA-p1	Tb927.7.6630:mRNA-p1	6	6	6	Tb927.7.6630:mRNA-p1 | transcript=Tb927.7.6630:mRNA | gene=Tb927.7.6630 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Kinetochore interacting protein 5 | transcript_product=Kinetochore interacting protein 5 | location=Tb927_07_v5.1:1812747-18	1	6	6	6	6	3	6	3	6	3	12.8	12.8	12.8	89.761	845	845	5.33		6			3		0	21.956	By MS/MS	By MS/MS	12.8	5.2	40113000	26277000	13836000	1253500	821140	432380	4559300	7130400	5	3	8				2455	2910;12812;19819;24154;26621;27292	True;True;True;True;True;True	3126;13707;21450;26035;28693;29419	7267;30879;30880;48468;48469;58629;64696;66508;66509	6913;29832;29833;46754;46755;56445;62430;64181;64182	6913;29833;46754;56445;62430;64181		
Tb927.7.6640:mRNA-p1	Tb927.7.6640:mRNA-p1	1	1	1	Tb927.7.6640:mRNA-p1 | transcript=Tb927.7.6640:mRNA | gene=Tb927.7.6640 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1817377-182223	1	1	1	1	1	1	1	1	1	1	0.4	0.4	0.4	172.49	1617	1617	6.5	1	1		1	1		0.0065676	1.8193	By MS/MS	By MS/MS	0.4	0.4	58195000	35722000	22473000	653870	401370	252510	0	6442600	2	2	4				2456	17050	True	18213	41092;41093;41094;41095	39534;39535;39536;39537	39537		
Tb927.7.6650:mRNA-p1	Tb927.7.6650:mRNA-p1	5	5	5	Tb927.7.6650:mRNA-p1 | transcript=Tb927.7.6650:mRNA | gene=Tb927.7.6650 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Colon cancer-associated protein Mic1-like, putative | transcript_product=Colon cancer-associated protein Mic1-like, putative	1	5	5	5	2	3	2	3	2	3	6.9	6.9	6.9	118.42	1069	1069	8.2		2			2	1	0	16.597	By MS/MS	By MS/MS	2.2	4.7	32015000	7301900	24713000	615680	140420	475260	2212800	0	2	3	5				2457	2935;13062;13073;24041;24672	True;True;True;True;True	3155;13972;13984;25916;26585	7368;31446;31474;58382;59817	7022;30359;30384;56210;57598	7022;30359;30384;56210;57598		
Tb927.7.6670:mRNA-p1;Tb11.v5.0444.1-p1	Tb927.7.6670:mRNA-p1	3;1	3;1	3;1	Tb927.7.6670:mRNA-p1 | transcript=Tb927.7.6670:mRNA | gene=Tb927.7.6670 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1829565-183865	2	3	3	3	3	1	3	1	3	1	1.1	1.1	1.1	332.9	3030	3030;949	3.5	3			1			0.00076336	3.2438	By MS/MS	By MS/MS	1.1	0.5	1094600	434800	659800	8108.1	3220.8	4887.4	0	659800	3	1	4				2458	3078;9676;12850	True;True;True	3310;10359;13745	7687;7688;23136;30952	7324;7325;22275;29904	7324;22275;29904		
Tb927.7.6690:mRNA-p1	Tb927.7.6690:mRNA-p1	3	3	3	Tb927.7.6690:mRNA-p1 | transcript=Tb927.7.6690:mRNA | gene=Tb927.7.6690 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Trypanosoma specific protein, unknown function | transcript_product=Trypanosoma specific protein, unknown function | locatio	1	3	3	3	1	2	1	2	1	2	8.8	8.8	8.8	51.302	488	488	9.67			1			2	0	10.05	By MS/MS	By MS/MS	3.5	5.3	8582600	4541200	4041400	343300	181650	161660	0	615540	0	2	2				2459	19517;21589;22162	True;True;True	21123;23310;23907	47637;52558;53858	45957;50637;51849	45957;50637;51849		
Tb927.7.670:mRNA-p1	Tb927.7.670:mRNA-p1	2	2	2	Tb927.7.670:mRNA-p1 | transcript=Tb927.7.670:mRNA | gene=Tb927.7.670 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:140922-143399(-) 	1	2	2	2	0	2	0	2	0	2	3.2	3.2	3.2	89.064	825	825	12					2		0	8.4864		By MS/MS	0	3.2	4193400	0	4193400	93187	0	93187	0	1129400	0	1	1				2460	11085;26018	True;True	11845;28040	26549;63236	25628;60965	25628;60965		
Tb927.7.6740:mRNA-p1	Tb927.7.6740:mRNA-p1	1	1	1	Tb927.7.6740:mRNA-p1 | transcript=Tb927.7.6740:mRNA | gene=Tb927.7.6740 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATPase family associated with various cellular activities (AAA), putative | transcript_product=ATPase family associated with	1	1	1	1	0	1	0	1	0	1	1.1	1.1	1.1	109.89	993	993	12					1		0.0011136	2.844		By MS/MS	0	1.1	2494200	0	2494200	44539	0	44539	0	671760	0	1	1				2461	26673	True	28751	64843	62567	62567		
Tb927.7.6760.2:mRNA-p1;Tb927.7.6760.1:mRNA-p1	Tb927.7.6760.2:mRNA-p1;Tb927.7.6760.1:mRNA-p1	9;9	9;9	9;9	Tb927.7.6760.2:mRNA-p1 | transcript=Tb927.7.6760.2:mRNA | gene=Tb927.7.6760 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1867621-18	2	9	9	9	9	3	9	3	9	3	10.3	10.3	10.3	121.21	1134	1134;1236	4.23	1	9			3		0	27.121	By MS/MS	By MS/MS	10.3	3.4	54885000	40882000	14002000	962890	717240	245660	10273000	6004500	9	2	11				2462	8;2439;4565;10535;15812;19972;23633;26842;27773	True;True;True;True;True;True;True;True;True	8;2630;4892;11270;16881;21614;25481;28938;29929	13;6175;11036;25141;25142;38113;38114;48829;57384;57385;65313;67708;67709	12;5856;10552;24203;36741;36742;47099;55245;55246;63013;65342;65343	12;5856;10552;24203;36742;47099;55246;63013;65343		
Tb927.7.6790:mRNA-p1	Tb927.7.6790:mRNA-p1	2	2	2	Tb927.7.6790:mRNA-p1 | transcript=Tb927.7.6790:mRNA | gene=Tb927.7.6790 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1876709-187832	1	2	2	2	2	2	2	2	2	2	6.5	6.5	6.5	58.772	537	537	8			2			2	0	19.094	By MS/MS	By MS/MS	6.5	6.5	52354000	32777000	19577000	1939000	1214000	725070	5459100	3029100	2	3	5				2463	3015;9893	True;True	3241;10601	7540;7541;23614;23615	7184;7185;22745;22746;22747	7184;22746		
Tb927.7.6810.1:mRNA-p1;Tb927.7.6810.2:mRNA-p1	Tb927.7.6810.1:mRNA-p1;Tb927.7.6810.2:mRNA-p1	24;24	24;24	24;24	Tb927.7.6810.1:mRNA-p1 | transcript=Tb927.7.6810.1:mRNA | gene=Tb927.7.6810 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=EF-hand domain pair, putative | transcript_product=EF-hand domain pair, putative | location=Tb927_07_v5.1:1881848-188476	2	24	24	24	19	19	19	19	19	19	31.4	31.4	31.4	106.59	970	970;976	6.95	1	20		1	20		0	88.706	By MS/MS	By MS/MS	26.3	26.4	241550000	119620000	121930000	4313400	2136100	2177300	37362000	34568000	19	18	37				2464	136;3703;4054;8391;11927;12377;13024;15746;16064;16561;18650;19961;20977;22058;22168;22777;22795;26148;27328;28517;28686;29424;29425;30510	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	151;3972;4338;8991;12740;13216;13933;16812;17148;17698;20177;21602;22662;23790;23913;24566;24585;28180;29456;30755;30938;31726;31727;32886	347;348;9113;9853;9854;20161;28615;28616;29764;29765;31363;37969;38706;38707;39900;45444;45445;48806;51144;53617;53618;53866;53867;55321;55322;55323;55324;55375;55376;63546;66582;69614;69615;70020;70021;70022;70023;71851;71852;71853;74414;74415	312;313;8697;9414;9415;19372;27675;27676;28750;28751;30283;36609;37314;37315;38435;43817;43818;47077;49289;51617;51618;51857;51858;53244;53245;53246;53247;53298;53299;61260;64256;67176;67177;67568;67569;69351;69352;69353;71859;71860	313;8697;9415;19372;27676;28751;30283;36609;37314;38435;43818;47077;49289;51618;51857;53246;53299;61260;64256;67177;67569;69351;69352;71860	2591;2592;2593	734;780;796
Tb927.7.6820:mRNA-p1	Tb927.7.6820:mRNA-p1	7	7	7	Tb927.7.6820:mRNA-p1 | transcript=Tb927.7.6820:mRNA | gene=Tb927.7.6820 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1888189-188920	1	7	7	7	2	7	2	7	2	7	19	19	19	36.981	337	337	10.8			2			7	0	34.94	By MS/MS	By MS/MS	6.2	19	191140000	9331400	181810000	11946000	583210	11363000	3142100	26116000	2	7	9				2465	3853;8370;10166;10167;12095;20161;30419	True;True;True;True;True;True;True	4129;8968;10888;10889;12922;21809;32792	9428;9429;20119;24283;24284;29037;29038;49199;74190	9004;9005;19331;23386;23387;28074;28075;47461;71625	9004;19331;23386;23387;28074;47461;71625		
Tb927.7.6890:mRNA-p1	Tb927.7.6890:mRNA-p1	7	7	7	Tb927.7.6890:mRNA-p1 | transcript=Tb927.7.6890:mRNA | gene=Tb927.7.6890 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=methyltransferase domain containing protein, putative | transcript_product=methyltransferase domain containing protein, puta	1	7	7	7	7	6	7	6	7	6	37.8	37.8	37.8	28.794	254	254	7.62			7			6	0	48.976	By MS/MS	By MS/MS	37.8	29.5	204310000	129440000	74868000	15716000	9957200	5759100	19055000	14094000	7	5	12				2466	2040;7937;9671;13739;17127;24421;29759	True;True;True;True;True;True;True	2203;8515;10354;14691;18297;26321;32083	5251;5252;19129;19130;23131;33151;33152;41263;41264;59256;59257;72598;72599	5004;5005;18361;18362;22270;31992;31993;39701;39702;39703;57032;57033;70070;70071	5005;18361;22270;31992;39701;57033;70071		
Tb927.7.6900:mRNA-p1	Tb927.7.6900:mRNA-p1	2	2	2	Tb927.7.6900:mRNA-p1 | transcript=Tb927.7.6900:mRNA | gene=Tb927.7.6900 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Sister chromatid cohesion protein 1 | transcript_product=Sister chromatid cohesion protein 1 | location=Tb927_07_v5.1:196493	1	2	2	2	0	2	0	2	0	2	7.4	7.4	7.4	63.033	584	584	12.7					1	2	0	8.0727		By MS/MS	0	7.4	13539000	0	13539000	541540	0	541540	0	2292100	0	2	2				2467	7465;26763	True;True	8009;28849	18019;65100;65101	17251;62821	17251;62821		
Tb927.7.6910:mRNA-p1	Tb927.7.6910:mRNA-p1	5	5	5	Tb927.7.6910:mRNA-p1 | transcript=Tb927.7.6910:mRNA | gene=Tb927.7.6910 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Phosphatidylinositol 4-phosphate 5-kinase, putative | transcript_product=Phosphatidylinositol 4-phosphate 5-kinase, putative	1	5	5	5	3	4	3	4	3	4	10.9	10.9	10.9	92.255	823	823	8.38		3			4	1	0	15.469	By MS/MS	By MS/MS	7.3	9.1	29106000	9505100	19601000	692990	226310	466680	3120400	4264600	3	3	6				2468	4454;9538;9892;16795;30015	True;True;True;True;True	4776;10214;10600;17949;32354	10797;22825;22826;23613;40474;40475;73207;73208	10329;21952;22744;38965;38966;38967;70664;70665	10329;21952;22744;38965;70664		
Tb927.7.6930:mRNA-p1	Tb927.7.6930:mRNA-p1	8	8	8	Tb927.7.6930:mRNA-p1 | transcript=Tb927.7.6930:mRNA | gene=Tb927.7.6930 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=ATPase, putative | transcript_product=ATPase, putative | location=Tb927_07_v5.1:1974641-1976113(-) | protein_length=490 | se	1	8	8	8	0	8	0	8	0	8	22	22	22	55.82	490	490	13						9	0	42.449		By MS/MS	0	22	89996000	0	89996000	2903100	0	2903100	0	13707000	0	9	9				2469	1411;2064;8012;8272;15306;21798;25634;25797	True;True;True;True;True;True;True;True	1508;2228;8597;8868;16344;23527;27617;27796	3617;5290;19296;19905;36790;53044;53045;62206;62670	3443;5040;18527;19115;35488;51085;51086;59923;60410	3443;5040;18527;19115;35488;51085;59923;60410		
Tb927.7.6940:mRNA-p1	Tb927.7.6940:mRNA-p1	2	2	2	Tb927.7.6940:mRNA-p1 | transcript=Tb927.7.6940:mRNA | gene=Tb927.7.6940 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=glutaminyl cyclase, putative | transcript_product=glutaminyl cyclase, putative | location=Tb927_07_v5.1:1976842-1979085(-) |	1	2	2	2	2	0	2	0	2	0	3.9	3.9	3.9	84.09	747	747	2		2					0.0035423	2.1973	By MS/MS		3.9	0	20527000	20527000	0	622040	622040	0	6220800	0	1	0	1				2470	18347;28215	True;True	19745;30414	44419;68824	42801;66414	42801;66414		
Tb927.7.6950:mRNA-p1	Tb927.7.6950:mRNA-p1	6	6	6	Tb927.7.6950:mRNA-p1 | transcript=Tb927.7.6950:mRNA | gene=Tb927.7.6950 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Tb927_07_v5.1:1980155-198261	1	6	6	6	6	0	6	0	6	0	11	11	11	90.421	820	820	2.25		6	2				0	37.556	By MS/MS		11	0	40926000	40926000	0	909470	909470	0	11060000	0	6	0	6				2471	5124;11316;11385;11748;14269;18690	True;True;True;True;True;True	5494;12085;12160;12548;15255;20220	12409;12410;27054;27209;28152;34498;34499;45533	11862;26125;26279;27241;33304;43903	11862;26125;26279;27241;33304;43903		
Tb927.7.6970:mRNA-p1;Tb11.v5.0616.1-p1	Tb927.7.6970:mRNA-p1;Tb11.v5.0616.1-p1	13;12	13;12	13;12	Tb927.7.6970:mRNA-p1 | transcript=Tb927.7.6970:mRNA | gene=Tb927.7.6970 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=paraflagellar rod protein, putative | transcript_product=paraflagellar rod protein, putative | location=Tb927_07_v5.1:198689	2	13	13	13	1	13	1	13	1	13	24.4	24.4	24.4	77.214	688	688;678	10.7		1	1		13		0	74.962	By MS/MS	By MS/MS	2.5	24.4	110220000	7040400	103180000	2978900	190280	2788600	0	27789000	2	12	14				2472	1189;5036;5416;9041;9700;9830;11170;14993;17368;20544;22390;24863;26738	True;True;True;True;True;True;True;True;True;True;True;True;True	1269;5397;5796;9687;10383;10535;11936;16020;18553;22204;24149;26789;28821	3023;12200;13024;21700;23181;23476;26740;36080;41793;50102;54380;60287;60288;60289;65034	2873;11650;12427;20871;22318;22611;25815;34797;40251;48304;52340;58038;58039;58040;62751	2873;11650;12427;20871;22318;22611;25815;34797;40251;48304;52340;58040;62751	2594	482
Tb927.7.6980:mRNA-p1	Tb927.7.6980:mRNA-p1	10	10	10	Tb927.7.6980:mRNA-p1 | transcript=Tb927.7.6980:mRNA | gene=Tb927.7.6980 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Mono-functional DNA-alkylating methyl methanesulfonate N-term/CPSF A subunit region, putative | transcript_product=Mono-func	1	10	10	10	6	9	6	9	6	9	5.1	5.1	5.1	194.95	1834	1834	7	6			9			0	14.021	By MS/MS	By MS/MS	3.3	4.5	13594000	4960600	8633800	181260	66141	115120	3834000	7837600	6	9	15				2473	7667;9074;10105;19891;21951;21952;23044;25361;28824;28891	True;True;True;True;True;True;True;True;True;True	8224;9720;10822;21527;23683;23684;24852;27322;31086;31157	18475;18476;21770;24133;24134;48650;53395;53396;55975;61467;61468;70355;70356;70518;70519	17698;17699;20936;23240;23241;46925;51412;51413;53896;59190;59191;67885;67886;68048;68049	17698;20936;23240;46925;51412;51413;53896;59190;67885;68048		
Tb927.7.700:mRNA-p1	Tb927.7.700:mRNA-p1	9	9	9	Tb927.7.700:mRNA-p1 | transcript=Tb927.7.700:mRNA | gene=Tb927.7.700 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=Nucleolar protein 74 | transcript_product=Nucleolar protein 74 | location=Tb927_07_v5.1:152958-154958(-) | protein_length=666 |	1	9	9	9	6	7	6	7	6	7	19.5	19.5	19.5	74.25	666	666	6.88		6	3		8		0	36.54	By MS/MS	By MS/MS	15	14.4	95494000	48876000	46619000	2893800	1481100	1412700	7954100	16103000	8	8	16				2474	10344;11011;13378;19530;21891;25997;26602;27210;28693	True;True;True;True;True;True;True;True;True	11072;11770;14308;21139;23623;28018;28671;29332;30945	24695;24696;26344;32213;47671;47672;53285;63191;64634;64635;66246;66247;66248;66249;70034;70035;70036	23772;23773;25423;31113;45994;45995;51310;60922;62367;62368;63912;63913;63914;67579;67580;67581	23772;25423;31113;45995;51310;60922;62367;63912;67579		
Tb927.7.7010:mRNA-p1	Tb927.7.7010:mRNA-p1	2	2	2	Tb927.7.7010:mRNA-p1 | transcript=Tb927.7.7010:mRNA | gene=Tb927.7.7010 | organism=Trypanosoma_brucei_brucei_TREU927 | gene_product=LSU ribosomal protein, mitochondrial, putative | transcript_product=LSU ribosomal protein, mitochondrial, putative | locatio	1	2	2	2	2	2	2	2	2	2	16.9	16.9	16.9	18.121	154	154	7			3			2	0	6.5607	By MS/MS	By MS/MS	16.9	16.9	66942000	17375000	49567000	7438000	1930600	5507400	2903500	7565000	3	2	5				2475	6147;7740	True;True	6575;8306;8307	14778;14779;18688;18689;18690	14107;14108;17911;17912;17913	14107;17911	2595	114
