Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DEAC2,Peptides SM,Razor + unique peptides DEAC2,Razor + unique peptides SM,Unique peptides DEAC2,Unique peptides SM,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 3,Fraction 4,Fraction 11,Fraction 12,Fraction 13,Fraction 14,Q-value,Score,Identification type DEAC2,Identification type SM,Sequence coverage DEAC2 [%],Sequence coverage SM [%],Intensity,Intensity DEAC2,Intensity SM,iBAQ,iBAQ DEAC2,iBAQ SM,LFQ intensity DEAC2,LFQ intensity SM,MS/MS count DEAC2,MS/MS count SM,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_desc,Log2 H/L,Log10 (Int H*L),Group,Glycosome status ,log2_DEAC2,log2_ibaq_DEAC2,log2_int_DEAC2,log10_int
Tb927.4.3420,Tb927.4.3420:mRNA-p1,Tb927.4.3420:mRNA-p1,2,2,2,,1,2,2,2,2,1,2,1,2,1,4.0,4.0,4.0,66.217,603,603,6.0,,,2.0,,,1.0,,,0.0,13.632,By MS/MS,By MS/MS,4.0,2.5,376480,322070,54405,15059.0,12883.0,2176.2,95054,0.0,2,2,4,,,,1323,2234;3752,True;True,2423;4086,5782;9580;9581,6516;10757;10758;10759,6516;10757,,,wee1-like protein kinase,,,,,0.0,2.3768255135484933,2.1666838985853283,5.575736141964253
Tb927.4.3430,Tb927.4.3430:mRNA-p1,Tb927.4.3430:mRNA-p1,2,2,2,,1,2,2,2,1,2,1,2,1,2,10.1,10.1,10.1,12.369000000000002,109,109,10.7,,,,1.0,,,,2.0,0.0,13.917,By MS/MS,By MS/MS,8.3,10.1,1956600,1392400,564250,326100.0,232060.0,94041.0,0,170090.0,1,2,3,,,,1324,781;9940,True;True,841;10957,2067;25887;25888,2405;28774;28775,2405;28775,,,"hypothetical protein, conserved",0.224163787,11.79161498,i,red,-0.5849625007211563,1.2997083605260467,1.270181667688146,6.2915131472406305
Tb927.4.3480,Tb927.4.3480:mRNA-p1,Tb927.4.3480:mRNA-p1,2,2,2,,1,2,2,2,2,2,2,2,2,2,13.1,13.1,13.1,19.994,183,183,9.0,,,,2.0,,,,2.0,0.0,39.078,By MS/MS,By MS/MS,13.1,13.1,6876300,2643800,4232500,1719100.0,660960.0,1058100.0,687560,1339200.0,2,2,4,,,,1325,7253;9275,True;True,8050;10226,18982;18983;24130;24131,21137;21138;26752;26753,21138;26753,,,hypothetical protein,,,,,0.0,-0.6785326180820108,-0.6743620409713657,6.837354815877495
Tb927.4.3540,Tb927.4.3540:mRNA-p1,Tb927.4.3540:mRNA-p1,1,1,1,,1,1,1,1,1,0,1,0,1,0,3.7,3.7,3.7,41.174,379,379,4.0,,,,1.0,,,,,0.0026896,7.5506,By MS/MS,,3.7,0.0,245740,245740,0,13652.0,13652.0,0.0,69791,0.0,1,0,1,,,,1326,9438,True,10405,24584,27275,27275,,,"hypothetical protein, conserved",0.06367065,11.39133797,i,red,1.0,5.218709676156378,3.587807288852703,5.390475853937815
Tb927.5.1610,Tb927.5.1610:mRNA-p1;Tb927.4.3550:mRNA-p1,Tb927.5.1610:mRNA-p1;Tb927.4.3550:mRNA-p1,4;4,4;4,4;4,;,2,4,4,4,3,4,3,4,3,4,18.0,18.0,18.0,25.711,222,222;222,5.67,3.0,3.0,1.0,,4.0,1.0,,,0.0,27.665,By MS/MS,By MS/MS,14.0,18.0,6540700,1388900,5151900,817590.0,173610.0,643980.0,1077900,2438700.0,4,6,10,,,,1327,2981;6237;7613;8622,True;True;True;True,3244;6779;8443;9518,7675;15777;15778;15779;19941;19942;19943;19944;22481;22482;22483;22484,8622;8623;17530;17531;22186;22187;22188;24924;24925;24926;24927,8622;17531;22186;24924,839,160,"60S ribosomal protein L13a, putative",,,,,-0.4854268271702417,-1.8888823414355862,-1.8744193020098552,6.815630869782581
Tb927.4.3590,Tb927.4.3590:mRNA-p1;Tb927.4.3570:mRNA-p1,Tb927.4.3590:mRNA-p1;Tb927.4.3570:mRNA-p1,5;3,5;3,5;3,;,2,5,5,5,5,5,5,5,5,5,29.2,29.2,29.2,24.334,226,226;226,9.0,,,,5.0,,,,5.0,0.0,69.42,By MS/MS,By MS/MS,29.2,29.2,6124000,3597300,2526700,437430.0,256950.0,180480.0,1072900,710420.0,6,5,11,,,,1328,293;4809;4810;5457;7008,True;True;True;True;True,307;5246;5247;5943;7780,793;794;12193;12194;12195;12196;13807;13808;18272;18273,929;930;931;13656;13657;13658;13659;15363;15364;20379;20380,930;13656;13659;15363;20380,,,"translation elongation factor 1-beta, putative",-0.006670011,16.41361515,i,red,0.22239242133644802,0.5087540416091703,0.505900240576292,6.787035182026224
Tb927.4.360,Tb927.4.360:mRNA-p1,Tb927.4.360:mRNA-p1,5,5,5,,1,5,5,5,0,5,0,5,0,5,20.0,20.0,20.0,33.47,280,280,14.0,,,,,,,,7.0,0.0,32.655,,By MS/MS,0.0,20.0,1669700,0,1669700,166970.0,0.0,166970.0,0,448530.0,0,7,7,,,,1329,1277;3818;5927;6540;9163,True;True;True;True;True,1372;4157;6451;7136;7137;10104,3348;9751;9752;15006;16614;16615;23838,3853;10944;10945;16736;18499;18500;26408,3853;10944;16736;18499;26408,840;841,1;266,"1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative",-0.005338764,14.78172555,i,red,-3.0,-8.795093721856224,-6.246052878434657,6.222638447166434
Tb927.4.3660,Tb927.4.3660:mRNA-p1,Tb927.4.3660:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,1,0,1,4.0,4.0,4.0,54.816,481,481,13.0,,,,,,,1.0,,0.0060030000000000005,6.6431,,By MS/MS,0.0,4.0,75335,0,75335,2690.5,0.0,2690.5,0,17847.0,0,2,2,,,,1330,3124,True,3391,8033,9056;9057,9056,,,"hypothetical protein, conserved",,,,,-1.5849625007211563,-3.0253335243464607,-2.1307541402755263,4.876996792606452
Tb927.4.3680,Tb927.4.3680:mRNA-p1,Tb927.4.3680:mRNA-p1,1,1,1,,1,1,1,1,1,0,1,0,1,0,3.9,3.9,3.9,29.99,279,279,4.0,,,,1.0,,,,,0.0087762,6.4419,By MS/MS,,3.9,0.0,335790,335790,0,22386.0,22386.0,0.0,95364,0.0,0,0,0,,,,1331,9743,True,10743,25381,28173,28173,,,"protein phosphatase 2C, putative",0.017855185,11.82135478,i,red,0.0,5.91699886092433,4.005692035711321,5.526067758480154
Tb927.4.3740,Tb927.4.3740:mRNA-p1,Tb927.4.3740:mRNA-p1,2,2,2,,1,2,2,2,2,0,2,0,2,0,17.5,17.5,17.5,192.57,1692,1692,1.0,2.0,,,,,,,,0.0,12.125,By MS/MS,,17.5,0.0,118180,118180,0,1170.1,1170.1,0.0,118180,0.0,2,0,2,,,,1332,5208;5213,True;True,5682;5687,13227;13246,14754;14765,14754;14765,,,flagellar attachment zone protein 1,0.045565985,17.25589034,i,red,1.584962500721156,2.037711821588634,2.655684625973233,5.072543985643648
Tb927.4.3760,Tb927.4.3760:mRNA-p1,Tb927.4.3760:mRNA-p1,2,2,2,,1,2,2,2,1,2,1,2,1,2,7.2,7.2,7.2,45.068999999999996,401,401,10.8,,,1.0,,,,2.0,1.0,0.0,11.915999999999999,By MS/MS,By MS/MS,4.2,7.2,814710,130960,683750,38796.0,6236.1,32560.0,0,172720.0,1,3,4,,,,1333,3446;9612,True;True,3745;10595,8814;8815;25024;25025,9934;9935;9936;27764,9936;27764,,,hypothetical protein,,,,,-1.0,-2.3163576106606345,-2.20384810520704,5.911003047006807
Tb927.4.3810,Tb927.4.3810:mRNA-p1,Tb927.4.3810:mRNA-p1,5,5,5,,1,5,5,5,5,0,5,0,5,0,4.5,4.5,4.5,134.59,1190,1190,1.71,2.0,5.0,,,,,,,0.0,32.99,By MS/MS,,4.5,0.0,499830,499830,0,7460.2,7460.2,0.0,419300,0.0,5,0,5,,,,1334,3325;3642;3731;8400;8478,True;True;True;True;True,3610;3963;4063;9279;9358,8483;9318;9319;9534;9535;21891;22146,9557;10451;10702;24274;24570,9557;10451;10702;24274;24570,,,"DNA-directed RNA polymerase II subunit 2, putative",-0.035741855,14.65915826,i,red,2.584962500721156,4.378685782253178,4.549788985357152,5.698822319104259
Tb927.4.3850,Tb927.4.3850:mRNA-p1,Tb927.4.3850:mRNA-p1,1,1,1,,1,1,1,1,1,0,1,0,1,0,3.8,3.8,3.8,49.106,453,453,4.0,,,,1.0,,,,,0.0027949000000000003,8.2668,By MS/MS,,3.8,0.0,58454,58454,0,2783.5,2783.5,0.0,16601,0.0,1,0,1,,,,1335,9987,True,11006,26019,28933,28933,,,"NLE (NUC135) domain/WD domain, G-beta repeat, putative",0.169637459,14.36571507,i,red,1.0,3.068426732295533,1.8568647347379954,4.766814235232483
Tb927.4.3890,Tb927.4.3890:mRNA-p1,Tb927.4.3890:mRNA-p1,4,4,4,,1,4,4,4,1,3,1,3,1,3,3.8,3.8,3.8,122.8,1093,1093,9.5,,1.0,,,,3.0,,,0.0,23.588,By MS/MS,By MS/MS,0.9,2.8,311820,129150,182670,5996.5,2483.6,3512.9,0,437120.0,1,3,4,,,,1336,572;1791;9017;10089,True;True;True;True,606;1945;9943;11113,1520;4759;23470;26275,1801;5399;25980;29234,1801;5399;25980;29234,,,"ATP-dependent RNA helicase, putative",0.02095434,14.99051412,i,red,-1.0,-0.4434513235503262,-0.4365910894906888,5.493903967206503
Tb927.4.3970,Tb927.4.3970:mRNA-p1,Tb927.4.3970:mRNA-p1,9,9,9,,1,9,9,9,9,3,9,3,9,3,23.4,23.4,23.4,53.637,487,487,6.43,,,9.0,,,2.0,3.0,,0.0,67.13,By MS/MS,By MS/MS,23.4,9.7,12177000,7483100,4694300,579870.0,356340.0,223540.0,2185300,1767500.0,10,3,13,,,,1338,321;1210;1812;1926;2802;4578;7880;8264;10615,True;True;True;True;True;True;True;True;True,336;1299;1969;2093;3053;4978;8723;9129;11695,843;3175;4804;4805;5064;5065;5066;7229;11554;20556;21469;27670;27671;27672,991;3661;5443;5444;5718;5719;8099;12942;22832;23818;30673;30674;30675,991;3661;5443;5718;8099;12942;22832;23818;30675,,,"hypothetical protein, conserved",,,,,1.4594316186372973,0.6718165561557928,0.670182615883135,7.08555457186101
Tb927.4.4040,Tb927.4.4040:mRNA-p1,Tb927.4.4040:mRNA-p1,2,2,2,,1,2,2,2,0,2,0,2,0,2,5.8,5.8,5.8,30.274,259,259,14.0,,,,,,,,2.0,0.0,13.388,,By MS/MS,0.0,5.8,329840,0,329840,25372.0,0.0,25372.0,0,99429.0,0,2,2,,,,1339,10443;10444,True;True,11500;11501,27166;27167,30152;30153,30152;30153,,,"hypothetical protein, conserved",-0.019515156999999998,14.72371032,i,red,-1.5849625007211563,-6.094826542578575,-3.98151837444747,5.518303321793302
Tb927.8.8190,Tb927.8.8190:mRNA-p1;Tb927.4.4140:mRNA-p1,Tb927.8.8190:mRNA-p1;Tb927.4.4140:mRNA-p1,1;1,1;1,1;1,;,2,1,1,1,1,0,1,0,1,0,2.0,2.0,2.0,75.214,662,662;662,2.0,,1.0,,,,,,,0.0028058000000000002,8.3368,By MS/MS,,2.0,0.0,103900,103900,0,2734.3,2734.3,0.0,84113,0.0,1,0,1,,,,1340,5815,True,6322,14709,16394,16394,,,"hypothetical protein, conserved",,,,,1.0,3.0457894784340396,2.5010224892610964,5.016615547557177
Tb927.4.4160,Tb927.4.4160:mRNA-p1,Tb927.4.4160:mRNA-p1,10,10,10,,1,10,10,10,10,4,10,4,10,4,11.0,11.0,11.0,100.4,896,896,3.91,7.0,10.0,,,1.0,4.0,,,0.0,92.71600000000001,By MS/MS,By MS/MS,11.0,4.9,3829500,3313100,516410,79781.0,69022.0,10759.0,1669800,2026100.0,14,6,20,,,,1341,227;487;666;1473;2562;2744;3907;7805;7849;9673,True;True;True;True;True;True;True;True;True;True,238;515;716;1585;2796;2991;4250;8646;8691;10668,646;647;1313;1314;1751;1752;1753;1754;3786;3787;6676;6677;7093;7094;7095;9942;9943;20425;20503;25199;25200;25201,764;765;766;1557;2065;2066;2067;2068;2069;4343;7515;7965;7966;7967;11159;22698;22776;27970;27971;27972,764;1557;2067;4343;7515;7966;11159;22698;22776;27971,,,mitochondrial RNA binding protein,,,,,1.0995356735509143,2.639713124919486,2.6302970011040325,6.583143207934654
Tb927.4.4210,Tb927.4.4210:mRNA-p1,Tb927.4.4210:mRNA-p1,12,12,12,,1,12,12,12,11,6,11,6,11,6,16.1,16.1,16.1,96.221,877,877,5.53,,11.0,,,,6.0,,,0.0,103.72,By MS/MS,By MS/MS,16.1,7.3,2715100,2373100,341960,55410.0,48431.0,6978.8,1616000,1123400.0,13,7,20,,,,1342,1057;1491;2574;3081;3082;3083;6234;6546;6547;7427;10469;10839,True;True;True;True;True;True;True;True;True;True;True;True,1138;1605;2809;3347;3348;3349;6775;7145;7146;8243;11528;11934,2868;2869;3826;6701;7894;7895;7896;7897;7898;15758;16629;16630;16631;19425;27229;27230;28237,3323;3324;4389;7538;8890;8891;8892;8893;8894;8895;8896;17513;18515;18516;18517;18518;21630;30223;30224;31261,3324;4389;7538;8890;8895;8896;17513;18515;18516;21630;30224;31261,,,"ATP-dependent zinc metalloprotease AFG3-like, putative",0.593174074,13.83349022,i,red,0.8073549220576041,2.730208451753345,2.7172529699351866,6.433779431486924
Tb927.4.4280,Tb927.4.4280:mRNA-p1;Tb927.4.4260:mRNA-p1;Tb927.4.4240:mRNA-p1,Tb927.4.4280:mRNA-p1;Tb927.4.4260:mRNA-p1;Tb927.4.4240:mRNA-p1,2;2;2,2;2;2,2;2;2,;;,3,2,2,2,1,2,1,2,1,2,6.1,6.1,6.1,36.211999999999996,330,330;330;330,11.2,,,,1.0,,,1.0,2.0,0.0,26.326,By MS/MS,By MS/MS,3.9,6.1,3349600,409560,2940100,145640.0,17807.0,127830.0,0,864750.0,1,3,4,,,,1343,9020;11212,True;True,9946;12347,23473;23474;29154;29155,25983;25984;32340;32341,25984;32340,,,"hypothetical protein, conserved",,,,,-1.0,-2.8177519230604995,-2.778153682416736,6.525000727151008
Tb927.4.4270,Tb927.4.4270:mRNA-p1;Tb927.4.4250:mRNA-p1;Tb927.4.4290:mRNA-p1;Tb927.8.7160:pseudogenic_transcript-p1;Tb927.8.7150:mRNA-p1;Tb927.8.7140:mRNA-p1,Tb927.4.4270:mRNA-p1;Tb927.4.4250:mRNA-p1;Tb927.4.4290:mRNA-p1,5;5;5;1;1;1,5;5;5;1;1;1,5;5;5;1;1;1,;;,6,5,5,5,4,3,4,3,4,3,12.2,12.2,12.2,44.433,384,384;384;385;341;376;396,5.18,1.0,4.0,3.0,,,,3.0,,0.0,33.751999999999995,By MS/MS,By MS/MS,10.2,7.6,1789100,1328500,460630,89455.0,66423.0,23031.0,636420,311720.0,6,3,9,,,,1344,12;152;3033;8517;10457,True;True;True;True;True,13;160;3299;9398;11514,34;35;453;454;7805;22237;22238;22239;27188;27189;27190,47;48;515;8795;24670;24671;30178;30179;30180,47;515;8795;24671;30178,,,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative",,,,,0.8073549220576041,1.5128572377341485,1.4839434466404142,6.252641897991319
Tb927.4.4310,Tb927.4.4310:mRNA-p1,Tb927.4.4310:mRNA-p1,9,9,8,,1,9,9,8,9,4,9,4,8,4,17.5,17.5,16.2,64.234,623,623,4.35,,8.0,8.0,3.0,,4.0,,,0.0,62.747,By MS/MS,By MS/MS,17.5,9.1,6801500,6170500,630990,283390.0,257100.0,26291.0,1341200,2911900.0,14,10,24,,,,1345,429;697;698;2414;2499;4195;4666;7338;9274,True;True;True;True;True;True;True;True;True,446;750;751;2628;2725;4558;5086;8144;10225,1127;1854;1855;1856;1857;1858;6168;6507;6508;6509;6510;10549;10550;10551;11811;11812;11813;19230;19231;19232;19233;24128;24129,1336;1337;2174;2175;2176;2177;6930;7339;7340;7341;7342;7343;11824;13239;13240;13241;13242;13243;21421;21422;21423;21424;26750;26751,1336;2175;2177;6930;7340;11824;13240;21424;26751,,,Nucleoporin NUP64,0.11076283099999999,15.86512781,i,red,0.44745897697122117,3.2712751208851687,3.244812195887466,6.832604063866973
Tb927.4.4320,Tb927.4.4320:mRNA-p1,Tb927.4.4320:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,1,0,1,19.8,19.8,19.8,12.972999999999999,116,116,14.0,,,,,,,,1.0,0.0028571,9.2994,,By MS/MS,0.0,19.8,288120,0,288120,41160.0,0.0,41160.0,0,86853.0,0,1,1,,,,1346,7001,True,7773,18248,20356,20356,,,"divalent cation tolerance protein, putative",,,,,-1.0,-6.7847129100760855,-3.799586367098481,5.459573406104652
Tb927.4.4360,Tb927.4.4360:mRNA-p1,Tb927.4.4360:mRNA-p1,11,11,9,,1,11,11,9,5,9,5,9,5,7,44.8,44.8,36.1,34.992,310,310,10.2,,,,6.0,,,,10.0,0.0,90.741,By MS/MS,By MS/MS,21.3,34.5,5773000,1779900,3993000,303840.0,93681.0,210160.0,631580,1077600.0,6,11,17,,,,1347,919;1614;2771;3895;5468;7584;7777;7972;10004;10908;10979,True;True;True;True;True;True;True;True;True;True;True,987;1746;3021;4237;5954;8412;8617;8823;11024;12006;12086,2452;4163;4164;7159;9923;9924;13826;13827;19882;20377;20378;20764;26048;26049;28367;28512,2847;4778;4779;8029;11137;11138;11139;15380;15381;15382;22129;22652;22653;23057;28968;28969;31416;31573,2847;4778;8029;11138;15380;22129;22653;23057;28969;31416;31573,,,"monoglyceride lipase, putative",1.306257849,14.858112300000002,ii,green,-0.777607578663552,-1.1624535266338458,-1.1557521875654515,6.761394034577387
Tb927.8.7980,Tb927.8.7980:mRNA-p1;Tb927.4.4380:mRNA-p1,Tb927.8.7980:mRNA-p1;Tb927.4.4380:mRNA-p1,22;22,22;22,22;22,;,2,22,22,22,21,20,21,20,21,20,27.2,27.2,27.2,86.00299999999999,826,826;826,8.23,,10.0,32.0,25.0,,11.0,35.0,22.0,0.0,323.31,By MS/MS,By MS/MS,27.2,27.2,194450000,76428000,118020000,6705100.0,2635400.0,4069600.0,20113000,34177000.0,59,62,121,,,,1348,16;17;1729;2161;3477;3771;3772;3958;4276;5518;5870;6844;7309;7509;7926;8860;8861;9022;9888;10071;10552;10855,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,17;18;1879;2344;3777;4105;4106;4304;4644;6006;6389;6390;7596;7597;8112;8330;8773;9767;9768;9769;9770;9771;9772;9948;9949;10900;11094;11618;11951,42;43;44;45;46;47;48;49;50;4533;4534;5584;5585;5586;5587;5588;5589;5590;5591;5592;5593;5594;8873;8874;8875;8876;9623;9624;9625;9626;9627;9628;10046;10047;10048;10722;10723;10724;10725;10726;13925;13926;13927;13928;13929;13930;14902;14903;14904;14905;14906;14907;17822;17823;17824;17825;17826;17827;17828;17829;17830;17831;17832;17833;17834;17835;17836;17837;17838;17839;17840;17841;17842;17843;17844;19159;19160;19161;19162;19663;19664;19665;19666;19667;19668;20646;23040;23041;23042;23043;23044;23045;23046;23047;23048;23049;23050;23051;23052;23053;23054;23055;23056;23057;23058;23059;23060;23061;23062;23063;23476;23477;23478;23479;23480;23481;23482;25769;25770;25771;25772;26224;26225;26226;26227;26228;26229;26230;27469;27470;28274;28275;28276;28277;28278,54;55;56;57;58;59;5169;6287;6288;6289;6290;6291;6292;6293;6294;6295;6296;6297;6298;9991;9992;10811;10812;10813;10814;10815;11270;11271;11272;12014;12015;12016;12017;15489;15490;15491;15492;15493;15494;16621;16622;16623;16624;16625;16626;19900;19901;19902;19903;19904;19905;19906;19907;19908;19909;19910;19911;19912;19913;19914;19915;21340;21341;21904;21905;21906;21907;22933;25516;25517;25518;25519;25520;25521;25522;25523;25524;25525;25526;25527;25528;25529;25530;25531;25532;25533;25534;25535;25536;25537;25538;25539;25987;25988;25989;25990;25991;25992;25993;25994;28631;28632;28633;28634;28635;28636;29183;29184;29185;29186;29187;29188;29189;30473;30474;30475;31306;31307;31308;31309;31310;31311,54;56;5169;6295;9991;10811;10815;11272;12014;15489;16622;19906;21341;21905;22933;25533;25539;25992;28633;29183;30475;31311,843;844;845;846;847,121;223;278;666;668,"Pyrophosphate-energized vacuolar membrane proton pump 2, putative",,,,,-0.07038932789139803,-0.6267923774759854,-0.6267099215846123,8.288803480559176
Tb927.4.4430,Tb927.4.4430:mRNA-p1;Tb927.4.4450:mRNA-p1;Tb927.4.4410:mRNA-p1;Tb927.6.390:pseudogenic_transcript-p1;Tb927.6.340:pseudogenic_transcript-p1;Tb927.6.270:pseudogenic_transcript-p1,Tb927.4.4430:mRNA-p1;Tb927.4.4450:mRNA-p1;Tb927.4.4410:mRNA-p1,24;23;21;1;1;1,24;23;21;1;1;1,2;2;2;0;0;0,;;,6,24,24,2,23,17,23,17,2,2,23.4,23.4,1.8,138.27,1243,1243;1243;1244;1196;1198;1198,5.42,13.0,29.0,4.0,1.0,15.0,7.0,5.0,,0.0,195.71,By MS/MS,By MS/MS,22.8,15.6,11341000,5937400,5403400,177200.0,92772.0,84428.0,4190500,2576300.0,52,23,75,,,,1349,635;1246;1321;1805;2088;2372;3121;3122;3566;3912;4462;5282;7797;8600;8830;8965;9111;9579;9645;10297;10795;10845;11025;11075,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,682;683;1337;1417;1961;2268;2582;3388;3389;3870;4255;4256;4847;5760;8638;9495;9734;9885;10045;10046;10560;10632;10633;11334;11335;11889;11941;12138;12194,1685;1686;1687;3273;3274;3438;3439;4789;4790;4791;4792;5432;5433;5434;5435;6077;6078;6079;6080;8030;8031;9091;9956;9957;9958;9959;9960;11195;11196;11197;13413;13414;13415;13416;20406;20407;22436;22437;22438;22439;22440;22441;22974;22975;22976;23337;23693;23694;23695;23696;23697;23698;23699;23700;23701;24941;24942;24943;25116;25117;25118;25119;26787;26788;26789;28152;28153;28255;28256;28617;28618;28805;28806;28807,1999;2000;2001;3773;3774;3775;3941;5429;5430;5431;5432;6126;6127;6128;6832;6833;6834;9053;9054;10217;11176;11177;11178;12551;12552;12553;14947;14948;14949;22680;22681;24870;24871;24872;24873;24874;24875;24876;24877;24878;24879;25452;25453;25454;25836;25837;26233;26234;26235;26236;26237;26238;26239;26240;26241;26242;26243;27674;27675;27866;27867;27868;27869;27870;27871;29777;29778;31172;31173;31174;31284;31285;31286;31679;31970;31971;31972,2000;3774;3941;5432;6126;6834;9053;9054;10217;11177;12553;14947;22681;24877;25454;25836;26236;27675;27871;29777;31174;31284;31679;31971,113;114;848;849,428;929;1042;1077,adenylyl cyclase,,,,,1.1429579538420431,0.135391365814792,0.1354306208362543,7.0546436915349195
Tb927.4.4460,Tb927.4.4460:mRNA-p1,Tb927.4.4460:mRNA-p1,21,1,0,,1,21,1,0,20,13,1,0,0,0,20.2,1.6,0.0,144.26,1288,1288,2.0,,1.0,,,,,,,0.0029104,10.793,By MS/MS,By matching,19.6,11.1,153160,153160,0,2157.1,2157.1,0.0,123980,0.0,2,0,2,,,,1351,635;1246;1321;1805;2088;2633;3121;3122;3566;3912;4462;5282;7797;8600;8965;9111;9579;9645;10795;10845;11025,False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False,682;683;1337;1417;1961;2268;2873;3388;3389;3870;4255;4256;4847;5760;8638;9495;9885;10045;10046;10560;10632;10633;11889;11941;12138,1685;1686;1687;3273;3274;3438;3439;4789;4790;4791;4792;5432;5433;5434;5435;6847;8030;8031;9091;9956;9957;9958;9959;9960;11195;11196;11197;13413;13414;13415;13416;20406;20407;22436;22437;22438;22439;22440;22441;23337;23693;23694;23695;23696;23697;23698;23699;23700;23701;24941;24942;24943;25116;25117;25118;25119;28152;28153;28255;28256;28617;28618,1999;2000;2001;3773;3774;3775;3941;5429;5430;5431;5432;6126;6127;6128;7692;7693;9053;9054;10217;11176;11177;11178;12551;12552;12553;14947;14948;14949;22680;22681;24870;24871;24872;24873;24874;24875;24876;24877;24878;24879;25836;25837;26233;26234;26235;26236;26237;26238;26239;26240;26241;26242;26243;27674;27675;27866;27867;27868;27869;27870;27871;31172;31173;31174;31284;31285;31286;31679,2000;3774;3941;5432;6126;7693;9053;9054;10217;11177;12553;14947;22681;24877;25836;26236;27675;27871;31174;31284;31679,113;114;848;849,428;929;1042;1077,adenylyl cyclase,,,,,1.584962500721156,2.749716905701631,2.9764784296595512,5.18514535767565
Tb927.4.4470,Tb927.4.4470:mRNA-p1;Tb11.v5.0864.1-p1,Tb927.4.4470:mRNA-p1,18;1,2;1,1;1,,2,18,2,1,17,9,2,1,1,1,17.3,2.4,0.8,141.96,1271,1271;203,7.75,,1.0,1.0,,,,2.0,,0.0017741,11.22,By MS/MS,By MS/MS,16.8,8.0,780930,280950,499980,11318.0,4071.8,7246.1,142540,0.0,2,2,4,,,,1352,368;635;1246;1321;2633;2634;3121;3122;3566;3912;4462;7797;8600;8965;9579;9645;10795;11025,True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False,384;385;682;683;1337;1417;2873;2874;3388;3389;3870;4255;4256;4847;8638;9495;9885;10560;10632;10633;11889;12138,964;965;966;1685;1686;1687;3273;3274;3438;3439;6847;6848;8030;8031;9091;9956;9957;9958;9959;9960;11195;11196;11197;20406;20407;22436;22437;22438;22439;22440;22441;23337;24941;24942;24943;25116;25117;25118;25119;28152;28153;28617;28618,1155;1156;1157;1999;2000;2001;3773;3774;3775;3941;7692;7693;7694;9053;9054;10217;11176;11177;11178;12551;12552;12553;22680;22681;24870;24871;24872;24873;24874;24875;24876;24877;24878;24879;25836;25837;27674;27675;27866;27867;27868;27869;27870;27871;31172;31173;31174;31679,1157;2000;3774;3941;7693;7694;9053;9054;10217;11177;12553;22681;24877;25836;27675;27871;31174;31679,113;114;848,412;913;1061,adenylyl cyclase,,,,,0.0,-0.7769980206293462,-0.7843317748573841,5.892612106891131
Tb927.4.4490,Tb927.4.4490:mRNA-p1,Tb927.4.4490:mRNA-p1,3,3,3,,1,3,3,3,1,2,1,2,1,2,1.8,1.8,1.8,193.8,1759,1759,7.67,1.0,,,,2.0,,,,0.0,18.789,By MS/MS,By MS/MS,0.5,1.3,201370,60683,140690,2455.7,740.03,1715.7,0,60780.0,1,3,4,,,,1353,890;4819;4866,True;True;True,957;5258;5306,2397;12232;12329,2793;13699;13807;13808,2793;13699;13807,,,multidrug resistance protein E,0.34751452299999996,15.30711961,i,red,-1.0,-0.9058601864923232,-0.9739640102261172,5.3040012401149115
Tb927.4.450,Tb927.4.450:mRNA-p1,Tb927.4.450:mRNA-p1,4,4,4,,1,4,4,4,4,0,4,0,4,0,4.0,4.0,4.0,132.85,1192,1192,2.0,,4.0,,,,,,,0.0,27.156,By MS/MS,,4.0,0.0,396690,396690,0,6198.3,6198.3,0.0,321130,0.0,4,0,4,,,,1354,86;803;2167;7018,True;True;True;True,89;863;2350;7790,205;2113;5611;18286,227;2449;6312;20394,227;2449;6312;20394,,,"coatomer alpha subunit, putative",0.042494681,15.68033784,i,red,2.321928094887362,4.125394648458672,4.2322903015994475,5.598451252655753
