Gene_id,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides DM-dig,Peptides DM-tx,Peptides TbGPI12-dig,Peptides TbGPI12-tx,Razor + unique peptides DM-dig,Razor + unique peptides DM-tx,Razor + unique peptides TbGPI12-dig,Razor + unique peptides TbGPI12-tx,Unique peptides DM-dig,Unique peptides DM-tx,Unique peptides TbGPI12-dig,Unique peptides TbGPI12-tx,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Fraction average,Fraction 1,Fraction 2,Fraction 11,Fraction 12,Fraction 31,Fraction 32,Fraction 41,Fraction 42,Q-value,Score,Identification type DM-dig,Identification type DM-tx,Identification type TbGPI12-dig,Identification type TbGPI12-tx,Sequence coverage DM-dig [%],Sequence coverage DM-tx [%],Sequence coverage TbGPI12-dig [%],Sequence coverage TbGPI12-tx [%],Intensity,Intensity DM-dig,Intensity DM-tx,Intensity TbGPI12-dig,Intensity TbGPI12-tx,iBAQ,iBAQ DM-dig,iBAQ DM-tx,iBAQ TbGPI12-dig,iBAQ TbGPI12-tx,LFQ intensity DM-dig,LFQ intensity DM-tx,LFQ intensity TbGPI12-dig,LFQ intensity TbGPI12-tx,MS/MS count DM-dig,MS/MS count DM-tx,MS/MS count TbGPI12-dig,MS/MS count TbGPI12-tx,MS/MS count,Only identified by site,Reverse,Potential contaminant,id,Peptide IDs,Peptide is razor,Mod. peptide IDs,Evidence IDs,MS/MS IDs,Best MS/MS,Oxidation (M) site IDs,Oxidation (M) site positions,Gene_desc,Log2 H/L,Log10 (Int H*L),Group,Glycosome status ,log2_ms_dig,log2_ms_tx,log10_int_dig,log10_int_tx,log2_ibaq_dig,log2_ibag_tx,log2_lfq_dig,log2_lfq_tx,log2_ibaq_tx,log2_int_dig,log2_int_tx
Tb927.3.2050,Tb927.3.2050:mRNA-p1,Tb927.3.2050:mRNA-p1,1,1,1,,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0.8,0.8,0.8,172.41,1572,1572,32.0,,,,,,1.0,,,0.0017331,6.8824,,,,By MS/MS,0.0,0.0,0.0,0.8,24894,0,0,0,24894,382.99,0.0,0.0,0.0,382.99,0.0,0,0,17060.0,0,0,0,2,2,,,,748,859,True,928,2007,2330;2331,2330,,,"hypothetical protein, conserved",0.190721755,14.347118300000002,i,red,0.0,1.584962500721156,-inf,4.396094685212617,0.0,0.7356670905814016,0.0,0.8524711096192635,0.7356670905814016,0.0,1.1384146876065226
Tb927.3.2100,Tb927.3.2100:mRNA-p1,Tb927.3.2100:mRNA-p1,6,6,6,,1,6,6,6,1,5,0,0,1,5,0,0,1,5,0,0,23.7,23.7,23.7,33.996,308,308,34.3,1.0,,,,,,5.0,,0.0,40.665,By MS/MS,By MS/MS,,,3.9,19.8,0.0,0.0,446270,84558,361710,0,0,22313.0,4227.9,18085.0,0.0,0.0,0.0,317120,0,0.0,1,6,0,0,7,,,,749,1506;2362;2455;3074;3124;4493,True;True;True;True;True;True,1643;2558;2659;3332;3385;4920,3512;5535;5818;7331;7425;10781,4038;6505;6851;8649;8746;12719;12720,4038;6505;6851;8649;8746;12720,,,"hypothetical protein, conserved",0.09209190099999999,15.38001724,i,red,-1.0,-2.807354922057604,4.927154702312191,5.558360515631359,-3.258354536574044,-5.018347803230924,0.0,0.0,-5.018347803230924,-2.6847698950029537,-4.206033938862755
Tb927.3.2150,Tb927.3.2150:mRNA-p1,Tb927.3.2150:mRNA-p1,6,6,6,,1,6,6,6,6,0,0,0,6,0,0,0,6,0,0,0,20.2,20.2,20.2,40.009,362,362,2.0,,6.0,,,,,,,0.0,43.773,By MS/MS,,,,20.2,0.0,0.0,0.0,957950,957950,0,0,0,45617.0,45617.0,0.0,0.0,0.0,227590.0,0,0,0.0,7,0,0,0,7,,,,750,217;1102;1254;1781;5091;5257,True;True;True;True;True;True,229;1195;1364;1933;5575;5756,489;2574;2952;4169;12294;12732,569;2972;3382;4809;14685;14686;15192,569;2972;3382;4809;14686;15192,,,"protein phosphatase 2C, putative",0.21131614899999998,15.4201118,i,red,-3.0,0.0,5.981342841760399,-inf,-6.5461906550787505,0.0,-5.472920584663348,0.0,0.0,-5.966096265111684,0.0
Tb927.3.2190,Tb927.3.2190:mRNA-p1,Tb927.3.2190:mRNA-p1,6,6,6,,1,6,6,6,4,6,0,0,4,6,0,0,4,6,0,0,26.1,26.1,26.1,29.326,253,253,22.9,4.0,1.0,,,,,6.0,,0.0,37.617,By MS/MS,By MS/MS,,,15.0,26.1,0.0,0.0,723850,264380,459470,0,0,45240.0,16524.0,28717.0,0.0,0.0,185590.0,389230,0,0.0,5,6,0,0,11,,,,751,334;994;2619;2980;3334;4799,True;True;True;True;True;True,352;1081;2842;3226;3610;5250,730;731;2356;2357;6296;7040;7915;7916;7917;11527;11528,825;826;2719;2720;7415;8310;8311;9337;9338;9339;13667;13668,826;2720;7415;8310;9339;13668,,,Capping enzyme RNA triphosphatase 1,0.155786835,13.62609768,i,red,-2.584962500721156,-2.807354922057604,5.4222285982486715,5.662257160423346,-5.108109106128828,-5.668883629867826,-5.185934889429458,0.0,-5.668883629867826,-4.168065841499514,-4.534442829453301
Tb927.3.2200,Tb927.3.2200:mRNA-p1,Tb927.3.2200:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.2,3.2,3.2,38.83,348,348,2.0,,1.0,,,,,,,0.0064257,6.3835,By MS/MS,,,,3.2,0.0,0.0,0.0,27926,27926,0,0,0,1163.6,1163.6,0.0,0.0,0.0,6634.6,0,0,0.0,1,0,0,0,1,,,,752,354,True,377,783,881,881,,,"TPR repeat, putative",-0.181261387,12.69030673,i,red,-1.0,0.0,4.446008733684012,-inf,-1.747743981808691,0.0,-1.1798711312484744,0.0,0.0,-1.4819353416133745,0.0
Tb927.3.2220,Tb927.3.2220:mRNA-p1,Tb927.3.2220:mRNA-p1,6,6,6,,1,6,6,6,5,6,4,3,5,6,4,3,5,6,4,3,24.1,24.1,24.1,23.8,220,220,21.6,5.0,,4.0,,3.0,,6.0,,0.0,41.566,By MS/MS,By MS/MS,By MS/MS,By MS/MS,20.9,24.1,20.0,16.4,4091700,1895300,1566700,487550,142160,584530.0,270760.0,223820.0,69650.0,20308.0,1711100.0,1134800,2032100,1499300.0,5,7,4,3,19,,,,753,1313;3262;4312;4542;4543;4714,True;True;True;True;True;True,1434;3534;4727;4972;4973;5162,3080;3081;3082;7764;7765;10346;10347;10348;10349;10889;10890;10891;10892;10893;11330;11331;11332;11333,3518;3519;3520;9154;9155;12204;12205;12206;12207;12845;12846;12847;12848;12849;12850;13394;13395;13396;13397,3518;9155;12205;12847;12850;13395,,,eukaryotic translation initiation factor 3 subunit j,,,,,-0.2630344058337938,-1.0,6.37709670444354,6.232706484184752,-1.9512619530947666,-3.4255907738628273,0.24735107246400517,6.165881955785954,-3.4255907738628273,-1.9252488491578834,-3.2847945671181265
Tb927.3.2230,Tb927.3.2230:mRNA-p1,Tb927.3.2230:mRNA-p1,11,11,11,,1,11,11,11,9,10,7,4,9,10,7,4,9,10,7,4,39.9,39.9,39.9,31.464000000000002,301,301,15.7,21.0,3.0,9.0,,4.0,,13.0,,0.0,83.836,By MS/MS,By MS/MS,By MS/MS,By MS/MS,33.2,39.2,29.2,16.3,18814000,10622000,6594900,1371500,225580,1447200.0,817090.0,507300.0,105500.0,17352.0,10062000.0,3380000,5148800,3114900.0,39,25,12,4,80,,,,754,219;1753;2258;2428;2691;2764;3041;3497;4435;5247;5286,True;True;True;True;True;True;True;True;True;True;True,231;1902;2450;2627;2628;2919;3002;3295;3802;3803;4858;4859;5744;5786,491;492;4096;4097;4098;4099;5278;5279;5280;5281;5282;5283;5284;5285;5721;5722;5723;6443;6603;6604;6605;6606;6607;6608;6609;6610;7227;7228;7229;7230;7231;8309;8310;8311;8312;8313;8314;8315;10663;10664;10665;10666;10667;10668;12710;12711;12712;12713;12714;12788,571;572;573;4733;4734;4735;4736;4737;6136;6137;6138;6139;6140;6141;6142;6143;6144;6145;6146;6147;6148;6149;6150;6151;6152;6153;6154;6155;6726;6727;6728;6729;7576;7577;7779;7780;7781;7782;7783;7784;7785;7786;7787;7788;7789;7790;7791;8532;8533;8534;8535;8536;9765;9766;9767;9768;9769;9770;9771;9772;9773;9774;12585;12586;12587;12588;12589;12590;12591;12592;12593;12594;12595;12596;15167;15168;15169;15170;15171;15254,572;4734;6150;6727;7576;7784;8534;9773;12594;15170;15254,497;498;499,117;145;253,"succinyl-CoA synthetase alpha subunit, putative",0.109778974,17.98184167,i,red,-1.6214883767462702,-2.3785116232537296,7.078945939468641,6.833814939761432,-2.9473914706592406,-4.824206919950992,-0.9658922463956481,7.210318944991544,-4.824206919950992,-2.939053410299204,-4.747382196416075
Tb927.3.2260,Tb927.3.2260:mRNA-p1,Tb927.3.2260:mRNA-p1,3,3,3,,1,3,3,3,1,3,0,0,1,3,0,0,1,3,0,0,20.6,20.6,20.6,26.421,228,228,31.0,1.0,,,,,,3.0,,0.0,19.335,By MS/MS,By MS/MS,,,7.5,20.6,0.0,0.0,176040,46164,129880,0,0,11736.0,3077.6,8658.7,0.0,0.0,0.0,113870,0,0.0,1,4,0,0,5,,,,755,204;1706;4474,True;True;True,216;1853;4900,464;3982;10745;10746,531;532;4608;12683;12684,532;4608;12683,500;501,196;198,"Ubiquitin family, putative",,,,,-1.0,-2.321928094887362,4.664303432354441,5.113542279953964,-2.855498513173305,-4.003441142166224,0.0,0.0,-4.003441142166224,-1.9870884858864446,-2.8615658150304
Tb927.3.2310,Tb927.3.2310:mRNA-p1,Tb927.3.2310:mRNA-p1,2,2,2,,1,2,2,2,0,2,0,0,0,2,0,0,0,2,0,0,6.3,6.3,6.3,33.785,300,300,41.0,,,,,,,2.0,,0.0,12.455,,By MS/MS,,,0.0,6.3,0.0,0.0,116920,0,116920,0,0,6877.7,0.0,6877.7,0.0,0.0,0.0,102510,0,0.0,0,2,0,0,2,,,,756,4639;4752,True;True,5081;5202,11153;11432,13192;13522,13192;13522,,,PACRGA,0.14553996800000002,17.93986076,i,red,0.0,-1.5849625007211563,-inf,5.067888806685398,0.0,-3.694324589249616,0.0,0.0,-3.694324589249616,0.0,-2.731744744208813
Tb927.3.2410,Tb927.3.2410:mRNA-p1,Tb927.3.2410:mRNA-p1,1,1,1,,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,6.0,6.0,6.0,32.979,298,298,41.0,,,,,,,1.0,,0.0009058,7.1388,,By MS/MS,,,0.0,6.0,0.0,0.0,60145,0,60145,0,0,3341.4,0.0,3341.4,0.0,0.0,0.0,52730,0,0.0,0,1,0,0,1,,,,757,5782,True,6338,14075,16771,16771,,,"peroxisome assembly protein, putative",3.6092075180000003,17.57474543,iii,green,0.0,-1.0,-inf,4.779199529220886,0.0,-2.7662258415375,0.0,0.0,-2.7662258415375,0.0,-1.9644396214810402
Tb927.3.2440,Tb927.3.2440:mRNA-p1,Tb927.3.2440:mRNA-p1,8,8,8,,1,8,8,8,3,2,0,7,3,2,0,7,3,2,0,7,24.4,24.4,24.4,45.81100000000001,406,406,26.2,,3.0,,,,7.0,,2.0,0.0,57.736000000000004,By MS/MS,By MS/MS,,By MS/MS,10.1,8.6,0.0,21.4,1368600,496710,90881,0,781010,59505.0,21596.0,3951.4,0.0,33957.0,161080.0,217120,0,487580.0,3,3,0,10,16,,,,758,234;379;1076;1391;1627;2065;3775;5485,True;True;True;True;True;True;True;True,246;405;1169;1518;1771;2253;4154;6013,523;842;843;2506;2507;3262;3807;4860;9154;9155;9156;13347,600;947;948;2892;2893;3759;3760;4384;5639;10827;10828;10829;10830;10831;15911;15912,600;948;2893;3760;4384;5639;10829;15911,502,335,AGC essential kinase 1,-0.08292576900000001,18.50071839,i,red,-2.0,1.4594316186372973,5.696102903504588,5.940462194729121,-5.4844527063753485,2.9312819062854034,-4.98761123420301,4.586406607361982,2.9312819062854034,-5.039822218389323,2.8447553773582324
Tb927.3.2670,Tb927.3.2670:mRNA-p1,Tb927.3.2670:mRNA-p1,4,4,4,,1,4,4,4,4,0,0,0,4,0,0,0,4,0,0,0,22.7,22.7,22.7,28.84,269,269,1.0,4.0,,,,,,,,0.0,25.014,By MS/MS,,,,22.7,0.0,0.0,0.0,217090,217090,0,0,0,12770.0,12770.0,0.0,0.0,0.0,217090.0,0,0,0.0,6,0,0,0,6,,,,759,1330;1405;4288;4923,True;True;True;True,1452;1532;4703;5385,3113;3284;10261;11880,3559;3560;3786;3787;12113;14087,3560;3787;12113;14087,,,"hypothetical protein, conserved",,,,,-2.807354922057604,0.0,5.3366398186416895,-inf,-4.748549123974779,0.0,-5.406346957318999,0.0,0.0,-3.9011230009767126,0.0
Tb927.3.2890,Tb927.3.2890:mRNA-p1,Tb927.3.2890:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,3.7,3.7,3.7,37.010999999999996,322,322,17.0,,1.0,,,,1.0,,,0.00091996,7.257999999999999,By MS/MS,,,By MS/MS,3.7,0.0,0.0,3.7,113110,29116,0,0,83992,6653.4,1712.7,0.0,0.0,4940.7,0.0,0,0,57560.0,1,0,0,2,3,,,,760,2992,True,3239,7071;7072,8348;8349;8350,8350,,,"radial spoke protein RSP10, putative",,,,,-1.0,1.584962500721156,4.464131710707957,4.924237922712938,-2.1606685673836323,3.2601584119393143,0.0,1.894543517541656,3.2601584119393143,-1.5208728685293726,2.3372750277422254
Tb927.3.2900,Tb927.3.2900:mRNA-p1,Tb927.3.2900:mRNA-p1,4,4,4,,1,4,4,4,4,0,0,4,4,0,0,4,4,0,0,4,15.6,15.6,15.6,46.824,418,418,17.0,,4.0,,,,4.0,,,0.0,35.518,By MS/MS,,,By MS/MS,15.6,0.0,0.0,15.6,997330,769250,0,0,228070,47492.0,36631.0,0.0,0.0,10861.0,118810.0,0,0,220250.0,5,0,0,6,11,,,,761,33;78;202;1896,True;True;True;True,35;82;214;2061,69;70;167;168;456;457;4425;4426,86;87;207;208;209;210;525;526;527;5114;5115,86;207;525;5114,,,Eukaryotic translation initiation factor 2 subunit alpha,0.150871835,15.12175745,i,red,-2.584962500721156,2.807354922057604,5.886067504919496,5.358068162561539,-6.233466183578186,4.3120194344237746,-4.56457839976941,3.511016896754108,4.3120194344237746,-5.6552485230794,3.585768762407029
Tb927.3.2960,Tb927.3.2960:mRNA-p1,Tb927.3.2960:mRNA-p1,3,3,3,,1,3,3,3,2,3,0,1,2,3,0,1,2,3,0,1,11.3,11.3,11.3,35.848,327,327,20.1,2.0,2.0,,,,1.0,3.0,,0.0,20.433,By MS/MS,By MS/MS,,By MS/MS,6.7,11.3,0.0,4.3,736320,395170,277090,0,64066,49088.0,26345.0,18472.0,0.0,4271.0,211630.0,253310,0,0.0,4,4,0,2,10,,,,762,648;4544;4879,True;True;True,694;4974;5340,1507;10894;10895;10896;10897;11782;11783;11784,1766;12851;12852;12853;12854;12855;12856;12857;13987;13988,1766;12854;13988,,,inosine-adenosine-guanosine-nucleosidehydrolase,0.034638318,12.65706184,i,red,-2.321928094887362,-0.7369655941662062,5.596783966965698,5.532953013733988,-5.7653971404262645,-1.9745243590408192,-5.370475214811256,0.0,-1.9745243590408192,-4.721117189886055,-1.8124820574696536
Tb927.3.2980,Tb927.3.2980:mRNA-p1,Tb927.3.2980:mRNA-p1,3,3,3,,1,3,3,3,2,2,1,0,2,2,1,0,2,2,1,0,15.9,15.9,15.9,31.127,289,289,19.0,2.0,,1.0,,,,2.0,,0.0,19.527,By MS/MS,By MS/MS,By MS/MS,,7.6,13.1,4.8,0.0,617580,345810,220090,51683,0,51465.0,28817.0,18341.0,4306.9,0.0,0.0,192960,0,0.0,2,3,1,0,6,,,,763,1808;4900;5429,True;True;True,1965;5361;5949,4246;11838;13202;13203;13204,4897;4898;14041;15746;15747;15748,4897;14041;15746,,,mitochondrial carrier protein,,,,,-0.5849625007211563,-2.0,5.599329484972007,5.342600310415772,-2.610216180099987,-5.038005047836916,0.0,0.0,-5.038005047836916,-2.4257937579271327,-3.53873575983963
Tb927.3.3030,Tb927.3.3030:mRNA-p1,Tb927.3.3030:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.8,3.8,3.8,41.285,369,369,2.0,,1.0,,,,,,,0.0017889,7.0537,By MS/MS,,,,3.8,0.0,0.0,0.0,58885,58885,0,0,0,3463.8,3463.8,0.0,0.0,0.0,13990.0,0,0,0.0,2,0,0,0,2,,,,764,2842,True,3083,6770,7995;7996,7996,,,"START domain containing protein, putative",-0.020437675,13.456734099999998,i,red,-1.5849625007211563,0.0,4.770004679390171,-inf,-3.0036503613445147,0.0,-1.8752394650328252,0.0,0.0,-2.2573799712314053,0.0
Tb927.3.3060,Tb927.3.3060:mRNA-p1,Tb927.3.3060:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,6.9,6.9,6.9,32.297,304,304,2.0,,1.0,,,,,,,0.00095694,7.9639,By MS/MS,,,,6.9,0.0,0.0,0.0,86519,86519,0,0,0,6655.3,6655.3,0.0,0.0,0.0,20555.0,0,0,0.0,1,0,0,0,1,,,,765,457,True,485,1018,1156,1156,,,"hypothetical protein, conserved",,,,,-1.0,0.0,4.937111491153187,-inf,-3.856851289102011,0.0,-2.2989263284966253,0.0,0.0,-2.7127510213836388,0.0
Tb927.3.3270,Tb927.3.3270:mRNA-p1,Tb927.3.3270:mRNA-p1,21,21,21,,1,21,21,21,16,3,5,15,16,3,5,15,16,3,5,15,42.5,42.5,42.5,53.516999999999996,487,487,17.1,2.0,20.0,1.0,5.0,,18.0,1.0,3.0,0.0,154.67,By MS/MS,By MS/MS,By MS/MS,By MS/MS,35.1,7.0,11.3,34.5,7022100,4448600,125920,267770,2179800,280890.0,177950.0,5036.6,10711.0,87193.0,998610.0,321090,368150,1487600.0,25,3,5,23,56,,,,766,76;350;742;1194;1283;1541;1737;2022;2088;2135;2280;2721;3202;3203;3901;4089;4356;4732;4775;5490;5755,True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True,80;371;372;799;1297;1399;1680;1884;2202;2277;2325;2473;2954;3473;3474;4294;4494;4778;5180;5226;6019;6306;6307,165;775;776;777;778;1740;1741;2759;2760;2761;2762;3024;3025;3581;3582;4064;4065;4743;4905;5014;5015;5016;5017;5018;5019;5345;5346;6503;7637;7638;7639;7640;9457;9862;10464;10465;10466;10467;11359;11360;11361;11471;11472;11473;13376;13377;13378;13379;14010;14011,204;205;871;872;873;874;875;2014;2015;2016;2017;3194;3195;3458;3459;3460;4110;4111;4698;4699;5481;5698;5820;5821;5822;5823;6245;6246;6247;7656;9012;9013;9014;9015;9016;11192;11193;11645;12350;12351;12352;12353;13425;13426;13427;13580;13581;13582;13583;15952;15953;15954;15955;15956;16698;16699,204;871;2014;3194;3459;4110;4698;5481;5698;5820;6247;7656;9013;9014;11192;11645;12350;13425;13580;15953;16699,503;504;505,20;181;381,"ATP-dependent 6-phosphofructokinase, glycosomal",4.635176505,19.36083142,iii,green,-2.115477217419936,2.584962500721156,6.673607868232869,6.36280656668888,-3.9933292429618055,3.9670232551863096,-1.4267826918102184,6.154737551313133,3.9670232551863096,-3.9777714708178515,3.9074847053021813
Tb927.3.3280,Tb927.3.3280:mRNA-p1,Tb927.3.3280:mRNA-p1,3,2,2,,1,3,2,2,3,1,0,1,2,0,0,0,2,0,0,0,6.5,3.8,3.8,49.692,444,444,2.0,,2.0,,,,,,,0.0,12.717,By MS/MS,By matching,,By matching,6.5,2.7,0.0,2.7,83018,83018,0,0,0,3193.0,3193.0,0.0,0.0,0.0,19723.0,0,0,0.0,2,0,0,0,2,,,,767,1064;1624;1899,True;True;False,1156;1768;2064,2480;3803;4431;4432;4433;4434;4435,2861;4380;5120;5121;5122;5123,2861;4380;5121,,,"vacuolar protein sorting-associated protein 4, putative",0.189228013,13.39526659,i,red,-1.5849625007211563,0.0,4.919172266510263,-inf,-2.9013830011421895,0.0,-2.251630680011825,0.0,0.0,-2.6624090608693494,0.0
Tb927.3.3320,Tb927.3.3320:mRNA-p1;Tb927.3.3310:mRNA-p1,Tb927.3.3320:mRNA-p1;Tb927.3.3310:mRNA-p1,5;5,5;5,5;5,;,2,5,5,5,3,5,0,1,3,5,0,1,3,5,0,1,22.9,22.9,22.9,25.427,218,218;218,23.9,2.0,3.0,,,,1.0,5.0,1.0,0.0,33.747,By MS/MS,By MS/MS,,By MS/MS,15.1,22.9,0.0,6.4,1157200,445600,647390,0,64186,115720.0,44560.0,64739.0,0.0,6418.6,198580.0,575740,0,0.0,4,5,0,1,10,,,,768,1826;3393;4233;5161;5741,True;True;True;True;True,1984;3673;4646;5651;6292,4269;8043;8044;8045;10149;10150;12480;12481;13981;13982;13983;13984,4929;9465;9466;11993;11994;14905;16666;16667;16668;16669,4929;9466;11994;14905;16668,506,114,"60S ribosomal protein L13, putative",,,,,-2.321928094887362,-1.5849625007211563,5.648945182165672,5.852221291796179,-6.512734458711526,-3.2231414104373814,-5.280941364757058,0.0,-3.2231414104373814,-4.88818925224423,-2.9761324079410216
Tb927.3.3410,Tb927.3.3410:mRNA-p1;Tb11.v5.0768.1-p1,Tb927.3.3410:mRNA-p1;Tb11.v5.0768.1-p1,2;1,2;1,2;1,;,2,2,2,2,2,0,0,0,2,0,0,0,2,0,0,0,5.3,5.3,5.3,49.327,451,451;297,2.0,,2.0,,,,,,,0.00098039,10.860999999999999,By MS/MS,,,,5.3,0.0,0.0,0.0,108320,108320,0,0,0,5701.2,5701.2,0.0,0.0,0.0,25735.0,0,0,0.0,2,0,0,0,2,,,,769,482;3644,True;True,511;4009,1066;8800,1217;10389,1217;10389,,,"aspartyl aminopeptidase, putative",0.34925203200000005,16.02424464,i,red,-1.5849625007211563,0.0,5.034708651341069,-inf,-3.650181506385566,0.0,-2.5629167187488147,0.0,0.0,-2.9919758783053627,0.0
Tb927.3.3440,Tb927.3.3440:mRNA-p1,Tb927.3.3440:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,3.2,3.2,3.2,39.176,345,345,2.0,,1.0,,,,,,,0.0025663,6.8279,By MS/MS,,,,3.2,0.0,0.0,0.0,35843,35843,0,0,0,2560.2,2560.2,0.0,0.0,0.0,8515.5,0,0,0.0,1,0,0,0,1,,,,770,604,True,643,1418,1652,1652,,,"phytanoyl-CoA dioxygenase (PhyH), putative",0.10980219999999999,14.73265509,i,red,-1.0,0.0,4.5544043522434245,-inf,-2.6296814709154352,0.0,-1.3919609325345685,0.0,0.0,-1.723170483923634,0.0
Tb927.3.3460,Tb927.3.3460:mRNA-p1,Tb927.3.3460:mRNA-p1,9,9,9,,1,9,9,9,7,0,0,7,7,0,0,7,7,0,0,7,21.9,21.9,21.9,53.228,483,483,17.0,,7.0,,,,7.0,,,0.0,59.031000000000006,By MS/MS,,,By MS/MS,16.6,0.0,0.0,18.0,2039100,1496300,0,0,542740,78426.0,57552.0,0.0,0.0,20874.0,227580.0,0,0,499850.0,7,0,0,8,15,,,,771,1923;2507;3557;3640;4231;4349;4946;5240;5372,True;True;True;True;True;True;True;True;True,2088;2716;3895;4005;4644;4771;5412;5736;5886,4478;4479;5952;8552;8553;8795;10146;10147;10451;10452;11927;11928;12680;13052,5176;5177;7007;10066;10067;10382;11990;11991;12338;12339;14152;14153;15137;15548;15549,5176;7007;10066;10382;11990;12339;14153;15137;15548,,,"hypothetical protein, conserved",0.08946129,15.83045913,i,red,-3.0,3.169925001442312,6.175018675936629,5.734591830311942,-6.878280214610084,5.21930136349786,-5.472858620519904,4.620788003722749,5.21930136349786,-6.601146251930575,4.765150222999834
Tb927.3.3610,Tb927.3.3610:mRNA-p1,Tb927.3.3610:mRNA-p1,8,8,8,,1,8,8,8,8,0,0,0,8,0,0,0,8,0,0,0,25.8,25.8,25.8,39.734,361,361,2.0,,9.0,,,,,,,0.0,55.555,By MS/MS,,,,25.8,0.0,0.0,0.0,2739300,2739300,0,0,0,171200.0,171200.0,0.0,0.0,0.0,650790.0,0,0,0.0,11,0,0,0,11,,,,772,162;668;868;2166;3443;3938;4822;4992,True;True;True;True;True;True;True;True,170;715;938;2357;3726;4334;5274;5462,355;1552;2037;5083;8145;9529;11579;12015;12016,420;421;1817;2363;5900;5901;9583;11274;13737;14255;14256,420;1817;2363;5900;9583;11274;13737;14256,,,"peroxisomal targeting signal 2 receptor, putative",2.197864359,15.68541376,iii,green,-3.584962500721156,0.0,6.43763959750037,-inf,-8.442861151344417,0.0,-6.967395821077744,0.0,0.0,-7.466795108113462,0.0
Tb927.3.3660,Tb927.3.3660:mRNA-p1,Tb927.3.3660:mRNA-p1,3,3,3,,1,3,3,3,2,2,0,0,2,2,0,0,2,2,0,0,12.5,12.5,12.5,29.594,264,264,21.0,2.0,,,,,,2.0,,0.0,18.802,By MS/MS,By MS/MS,,,8.0,9.5,0.0,0.0,225540,95606,129930,0,0,16110.0,6829.0,9280.9,0.0,0.0,0.0,113910,0,0.0,3,3,0,0,6,,,,773,280;4172;4903,True;True;True,296;4580;5364,629;10021;10022;11843,713;11836;11837;11838;14045;14046,713;11838;14046,,,"NADH-ubiquinone oxidoreductase complex I subunit, putative",-0.09894396400000001,12.78055261,i,red,-2.0,-2.0,4.980485148396643,5.113709438449504,-3.8914869649996895,-4.097512207022728,0.0,0.0,-4.097512207022728,-2.8357655122543246,-2.8620447147735177
Tb927.3.3820,Tb927.3.3820:mRNA-p1,Tb927.3.3820:mRNA-p1,1,1,1,,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2.5,2.5,2.5,45.231,406,406,2.0,,1.0,,,,,,,0.0071656,6.3369,By MS/MS,,,,2.5,0.0,0.0,0.0,25825,25825,0,0,0,1844.6,1844.6,0.0,0.0,0.0,6135.5,0,0,0.0,1,0,0,0,1,,,,774,4470,True,4896,10736,12674,12674,,,"hypothetical protein, conserved",1.7662431630000002,13.06541324,ii,red,-1.0,0.0,4.412040330191658,-inf,-2.2444453091188956,0.0,-1.1179349644470293,0.0,0.0,-1.4105141770649436,0.0
Tb927.3.3890,Tb927.3.3890:mRNA-p1,Tb927.3.3890:mRNA-p1,5,5,5,,1,5,5,5,4,4,0,0,4,4,0,0,4,4,0,0,18.4,18.4,18.4,36.68,320,320,18.9,4.0,1.0,,,,,4.0,,0.0,33.786,By MS/MS,By MS/MS,,,14.4,15.9,0.0,0.0,862700,359050,503650,0,0,61622.0,25647.0,35975.0,0.0,0.0,404300.0,367380,0,0.0,5,5,0,0,10,,,,775,511;899;1588;1998;4635,True;True;True;True;True,541;977;1727;2177;5077,1145;2104;2105;3686;4686;4687;4688;11148;11149,1307;2440;2441;2442;4236;4237;5420;5421;13187;13188,1307;2441;4236;5421;13188,,,"hypothetical protein, conserved",0.037281257000000005,13.03632699,i,red,-2.584962500721156,-2.584962500721156,5.555154931063188,5.702128838286881,-5.727379691536337,-5.98824070659036,-6.287641575015555,0.0,-5.98824070659036,-4.5883206779664905,-4.661422365851022
